fips,% active duty,% unemployed,Yearly Income
01001,,0.07142857142857142,11167.631147540984
01003,,0.04444444444444445,43830.92603550296
01009,,0.06976744186046512,31603.035353535353
01015,0.006019563581640331,0.08215962441314555,25829.71701199564
01029,,0.0847457627118644,17171.343575418996
01033,,0.07017543859649122,31451.022727272728
01047,,0.029850746268656716,25861.392236384705
01051,,0.11627906976744186,45527.51863354037
01057,0.0012135922330097086,0.03296703296703297,28740.795096322243
01073,0.0009280742459396752,0.04879679144385026,32052.340064331667
01077,,0.03571428571428571,33918.74541284404
01079,,0.04268292682926829,35531.602040816324
01089,,0.030791788856304982,46748.52652173913
01091,,0.09659090909090909,22297.043123543124
01095,,0.051233396584440226,38195.90197095436
01097,,0.06553911205073996,28844.565088757397
01101,0.007534983853606029,0.1129032258064516,37873.12537537538
01103,,0.07407407407407407,42356.017857142855
01107,,0.031446540880503145,21033.33842239186
01111,,0.08125,18495.719794344473
01115,0.014598540145985401,0.08823529411764706,28399.5
01117,,0.03761755485893417,49677.60698689956
01125,0.003177124702144559,0.06043956043956044,30509.8
01127,,0.05050505050505051,34631.61421319797
02020,0.03193019464953495,0.0628722700198544,46325.99426138467
02090,0.059618930547019056,0.07682291666666667,42440.38615664845
02100,,0.059574468085106386,40450.153488372096
02110,,0.03893805309734513,53748.25706214689
02122,,0.11899313501144165,43286.48537378115
02150,0.02321083172147002,0.06465517241379311,50388.453027139876
02170,,0.0990990990990991,38408.45926680244
02185,,0.06640625,60713.32524271845
02290,,0.08333333333333333,40324.35420560748
04003,0.037037037037037035,0.06227106227106227,29836.259677419355
04013,0.0006926515962470877,0.041181873851806494,37428.094585448394
04019,0.0009159606136936112,0.04996953077391834,31920.846541536324
04021,,0.07272727272727272,24421.06796116505
04023,,0.044444444444444446,23200.59193121693
04025,,0.061016949152542375,29083.476534296027
04027,0.051181102362204724,0.1227154046997389,25935.087991718425
05007,,0.030828516377649325,38046.530321046375
05009,,0.03355704697986577,31251.73339160839
05017,,0.09774436090225563,19747.131921824104
05019,,0.021164021164021163,29923.648843930634
05027,,0.0658682634730539,28041.145400593472
05031,0.008849557522123894,0.031413612565445025,28515.60026737968
05033,,0.043478260869565216,26544.231865284975
05035,,0.10526315789473684,21821.018005540165
05037,,0.01904761904761905,23105.88753387534
05043,,0.046875,24420.824074074073
05045,,0.03424657534246575,36781.448936170214
05047,,0.03314917127071823,25260.415887850468
05049,,0.022556390977443608,14755.646341463415
05051,,0.08791208791208792,32020.567518248175
05055,,0.0375,30051.614583333332
05067,,0.16455696202531644,11088.836257309942
05069,0.00644122383252818,0.06882591093117409,25349.501014198784
05071,,0.05202312138728324,19996.38567839196
05075,,0.03636363636363636,19995.21896551724
05085,0.024528301886792454,0.024489795918367346,42542.74444444444
05101,,0.11764705882352941,19232.469696969696
05103,,0.0930232558139535,24711.096153846152
05109,,0.049999999999999996,24035.003086419754
05115,,0.019753086419753086,31285.994791666668
05119,0.02087960906263883,0.04734411085450346,35050.3571875
05123,,0.08421052631578947,23221.15243902439
05125,,0.01824817518248175,41839.163265306124
05131,,0.040293040293040296,28901.111940298506
05135,,0.06329113924050633,20226.784090909092
05143,0.0018450184501845018,0.011210762331838564,42857.693243243244
06001,0.0022812449079354733,0.07744972186563971,41840.74910577414
06007,,0.08548707753479125,28714.922707889127
06013,,0.03936411809235428,54258.542566983575
06017,0.006420545746388443,0.12017167381974249,33406.43697478992
06019,0.00294811320754717,0.09305555555555556,31671.276408450703
06029,0.0033984706881903144,0.0989010989010989,31479.655887230514
06033,,0.1553398058252427,26920.238470191227
06037,0.0007746533426291734,0.06820814030443414,34570.06145203847
06039,,0.10526315789473684,56184.29057591623
06041,0.0016038492381716118,0.045454545454545456,53954.05205811138
06047,0.012224938875305624,0.12422360248447205,23762.596247394024
06053,0.02604920405209841,0.11775362318840579,29659.63906111603
06055,,0.15436241610738255,41383.13675213675
06057,,0.10638297872340427,41981.55921052631
06059,0.0006989341254586755,0.05974141774409273,42937.495541321274
06061,,0.06875,52880.096920289856
06065,0.005806451612903226,0.0778175313059034,38797.6996031746
06067,0.001467197652483756,0.06843891402714933,38053.56353512279
06069,,,67499.875
06071,0.004853060124022647,0.06935123042505593,32447.699747383616
06073,0.011704119850187267,0.07715506408645388,38081.86922978832
06075,,0.04374453193350831,41988.57205882353
06077,,0.05386740331491713,35037.83988015979
06079,,0.081374321880651,37921.27939914163
06081,0.00029282576866764275,0.051787016776075855,48660.79842557252
06083,0.006688963210702341,0.08265802269043761,34090.247545008184
06085,0.000648760866744518,0.05053547523427042,46283.823867924526
06095,0.03003003003003003,0.06526315789473684,43519.03207331042
06097,0.0021333333333333334,0.0297029702970297,35054.513117283954
06099,,0.1077943615257048,38454.892918825564
06101,0.004932182490752158,0.08421052631578947,35752.23856707317
06107,,0.17399267399267399,18774.586285195277
06111,0.00231839258114374,0.05206286836935167,46347.91803699897
06113,,0.058201058201058205,47109.520700636946
06115,,0.14285714285714285,27512.51903114187
08001,,0.035343035343035345,36962.82147024504
08005,0.0014498006524102935,0.05012964563526361,44269.36260330579
08013,0.0004759638267491671,0.035343035343035345,48868.12830431979
08031,0.0013401232913428035,0.04427266338721012,34849.024951267056
08035,,0.028112449799196786,58847.96747967479
08037,,0.047619047619047616,44828.23924731183
08041,0.04637467795362532,0.05229793977812996,38217.31098288898
08059,0.00025284450063211124,0.02781065088757396,51085.342369105085
08069,0.0022271714922048997,0.0299625468164794,43301.10609567901
08077,,0.05230769230769231,31941.63036809816
08087,,0.046012269938650305,29808.53480475382
08101,0.0009242144177449168,0.04904632152588556,29672.23355263158
08117,,0.018518518518518517,37347.403846153844
08119,,,33899.54
08123,,0.02510460251046025,34785.299126637554
09001,,0.05090311986863711,51573.39995400184
09003,,0.07221006564551423,46362.24318181818
09005,,0.06325301204819277,44002.66801619433
09007,,0.024999999999999998,51627.87675070028
09009,,0.047957371225577264,41747.159217877095
09011,0.012110726643598616,0.05476673427991886,44013.58566810345
09013,,0.03414634146341464,51714.745639534885
09015,0.016877637130801686,0.06593406593406594,42924.710659898476
10001,0.011568560734943858,0.05235602094240838,35247.19284642321
10003,0.0008762845534931889,0.03245072665737607,43882.42374869656
10005,0.0034354423131978244,0.056692913385826764,31878.20220422852
11001,0.0023067507767630165,0.08373423481991939,34480.25044928474
12001,,0.05502392344497608,23998.602921646747
12005,0.02321724709784411,0.06855791962174941,30271.92245989305
12007,,0.030303030303030304,29530.75
12009,0.0023094688221709007,0.03115577889447236,34045.88065732759
12011,0.0013297872340425532,0.049694614103275955,38406.282283884735
12015,,0.029891304347826088,39066.79161816065
12019,0.008522727272727272,0.038461538461538464,45124.069721115535
12021,0.0007002801120448179,0.05752212389380531,42196.666454081635
12023,0.006125574272588055,0.02577319587628866,42307.24487179487
12031,0.010814249363867684,0.03456402199528672,36532.36777052239
12033,0.0059271803556308214,0.060542797494780795,27271.631491712706
12035,,0.07246376811594203,41451.61153846154
12043,,0.06060606060606061,23241.15254237288
12053,,0.07046979865771812,32308.516371077763
12055,,0.03977272727272727,30414.284897025173
12057,0.0015495867768595042,0.046058879392212725,34614.02439949431
12069,0.002617801047120419,0.06267029972752043,30853.45741056218
12071,0.00040192926045016077,0.0327455919395466,34946.28655737705
12073,,0.0211864406779661,37186.62011577424
12081,,0.02564102564102564,41619.090146750525
12083,,0.04878048780487805,27686.05289532294
12085,0.004424778761061947,0.09649122807017542,32368.51699716714
12087,0.04354587869362364,0.02631578947368421,36284.00751879699
12089,,0.02,40599.508571428574
12091,0.013578274760383388,0.022421524663677125,35638.51927860697
12095,0.0033691303432301536,0.052056220718375845,34946.155087611434
12097,,0.03829787234042553,28893.215158924206
12099,0.0001483459427384661,0.047532820280669984,41212.06147437516
12101,,0.0708502024291498,28434.595594713657
12103,0.0009279307145066501,0.04153498871331828,35073.92729334677
12105,0.00033288948069241014,0.05272727272727273,30867.651846785226
12107,0.005361930294906166,0.13513513513513514,22812.670932358316
12109,,0.05,45435.40712468194
12111,,0.030303030303030304,39886.21349557522
12113,0.007220216606498195,0.04790419161676647,37525.458579881655
12115,0.0004743833017077799,0.025044722719141328,34672.63456090652
12117,0.004034065441506051,0.042505592841163314,38065.96413352273
12119,,0.1,27672.011494252874
12121,,0.1568627450980392,21214.141843971633
12127,,0.04602510460251046,29500.393316195372
13001,,0.06666666666666667,28152.192477876106
13003,,0.047619047619047616,13174.79197080292
13013,,0.041666666666666664,25077.198757763974
13015,,0.10273972602739724,25736.688644688646
13021,,0.047505938242280284,35285.326785714286
13035,0.09090909090909091,,16943.944444444445
13045,,0.05855855855855856,25699.463325183373
13047,,0.047619047619047616,28678.10357142857
13053,0.5,0.05263157894736842,35673.30141843972
13055,,0.078125,24539.026315789473
13057,,0.024390243902439025,47107.42507002801
13063,0.002944640753828033,0.05352480417754569,33512.607644305775
13067,0.0016207455429497568,0.032013022246337494,50727.0427994122
13069,,0.048327137546468404,32004.98275862069
13073,0.0014992503748125937,0.01444043321299639,48932.55386178862
13077,,0.047058823529411764,41359.23333333333
13083,,0.06896551724137931,29517.739583333332
13089,,0.04856512141280353,37864.568513923354
13093,,0.058823529411764705,10155.852272727272
13097,0.004705882352941176,0.034161490683229816,47614.08791208791
13113,0.01050420168067227,0.044444444444444446,56876.57807807808
13115,,0.04608294930875577,35629.52110817942
13117,,0.010869565217391304,51459.50364963504
13121,0.0015261350629530714,0.0399002493765586,40135.90777681411
13135,0.0015580368735393405,0.03529411764705882,49023.70770712909
13143,,0.0375,40241.247899159665
13145,,0.022321428571428572,38981.217661691546
13151,0.007984031936127744,0.01818181818181818,47519.84501347709
13153,0.028142589118198873,0.03550295857988166,27488.48678414097
13155,,0.059829059829059825,18629.666051660515
13169,,0.015151515151515152,35786.62037037037
13171,,0.035087719298245605,27257.71370967742
13187,,,39642.5
13189,,0.037037037037037035,19804.753246753247
13193,,0.06666666666666667,24409.288194444445
13215,0.028740490278951814,0.05689277899343545,31833.638179800222
13217,0.0019379844961240308,0.016194331983805668,33536.51754385965
13223,,0.019762845849802372,36477.82898550724
13225,,0.07079646017699115,28370.510638297874
13227,,0.06779661016949153,24447.197674418603
13231,,0.08196721311475409,26517.43944099379
13245,0.009243697478991597,0.065439672801636,34133.85478723404
13247,,0.07333333333333333,39663.210659898476
13255,,0.06060606060606061,20161.87012987013
13269,,0.04081632653061224,16627.748717948718
13293,,0.05952380952380952,24083.073033707864
13295,,0.02290076335877863,27520.32572614108
