fips,% active duty,% unemployed,Yearly Income
01015,0.006339144215530904,0.07932692307692307,33904.515489467165
01073,0.0008312551953449709,0.05364201016374929,40984.39632
01089,0.00047058823529411766,0.05953827460510329,50836.79862700229
01125,0.004461440407903123,0.03893805309734513,33364.20266040689
02020,0.0176269607081845,0.057893769527660364,52876.85209903122
04013,0.0005758046870501526,0.05553905553905554,47333.89720630372
04019,0.002499038831218762,0.05688463583200425,43481.62893081761
04021,,0.024390243902439025,41214.84217171717
04025,,0.03871829105473965,38558.137358184766
04027,0.04749679075738126,0.15570934256055363,31960.70767888307
06001,0.0013757861635220125,0.07036669970267592,54340.47214653345
06007,,0.0706605222734255,34466.05705574913
06013,,0.04819277108433735,61159.82344952467
06017,,0.07352941176470588,49441.64837905237
06029,0.00041736227045075126,0.0781404549950544,41100.23552631579
06037,0.0010831669092509224,0.061509995938444875,43134.316753323255
06041,,0.0391304347826087,64833.577981651375
06047,,0.08404802744425385,37613.59117647059
06053,0.04589371980676329,0.0925589836660617,38927.98049792531
06059,0.0006747638326585695,0.045276554087126775,53653.38158079461
06061,0.0010570824524312897,0.03636363636363636,56827.15313028765
06067,0.0018123238018525976,0.05879265091863517,51107.43065920398
06073,0.007732211020847607,0.04195042222827568,50971.678979025295
06075,,0.06564885496183206,47135.60498768473
06077,0.0005564830272676684,0.09893048128342247,45795.91329904482
06079,0.0014738393515106854,0.027985074626865673,45913.45989061076
06081,,0.03650336215177714,56837.31474654378
06083,,0.04601769911504425,39934.60501858736
06085,0.00015044380923724988,0.0797872340425532,58615.74758953168
06097,0.0010422094841063053,0.06675567423230974,46986.05792933443
06099,,0.08947368421052632,41156.609698681736
06107,,0.14285714285714285,23517.33960720131
06111,0.0019357336430507162,0.05093555093555094,55311.149942329874
06113,,0.03515625,53127.549065420564
08005,0.002538656819755366,0.0634828188701223,50086.18057692308
08013,0.0013130252100840337,0.0444015444015444,53567.501245847176
08031,0.0001701258931609391,0.07364016736401674,40435.350984566256
08041,0.03429011751107686,0.06221408966148216,48689.53513909224
08059,0.0007558578987150416,0.04646769928220627,57739.3351543943
08069,,0.05123152709359606,46276.583894878706
08101,0.0019218449711723255,0.07393715341959335,45046.96460618146
08123,0.0004175365344467641,0.033112582781456956,44256.73151981076
10001,0.010300429184549357,0.04849884526558892,42514.04638599106
10003,0.0008985230527320716,0.03669331810394061,54338.24305370617
10005,0.001065340909090909,0.039310716208939146,41025.7545971979
11001,0.0014786271171251903,0.05942828485456369,45039.45837698445
12001,,0.022988505747126436,39798.2811550152
12005,0.012373453318335208,0.06995884773662552,35209.06238361266
12009,,0.03461918892185954,49348.93944444445
12011,0.00047705371624844956,0.06455633100697906,49163.83083807974
12015,,0.03819444444444445,41957.409638554214
12019,,0.014925373134328358,34106.72857142857
12021,0.0005608524957936063,0.0391304347826087,48396.63261802575
12053,,0.03636363636363637,33932.17627345845
12057,0.0017599436818021823,0.047619047619047616,45842.33827071291
12069,,0.02824858757062147,49284.02290076336
12071,,0.0351035103510351,44077.64711729622
12081,,0.0525164113785558,43491.37152777778
12083,,0.07157894736842105,31910.67779204108
12091,0.02082093991671624,0.03536977491961415,39395.91935483871
12095,0.0007388252678241596,0.07380073800738007,42235.62938230384
12097,0.0008130081300813008,0.07023411371237458,46165.13423423423
12099,0.000149812734082397,0.06407942238267147,47342.72243449782
12101,,0.05635838150289017,43748.418319169024
12103,0.0020754716981132076,0.05892751915144372,38586.05668604651
12105,0.002896684905053106,0.037815126050420166,35413.70592318371
12115,,0.0544464609800363,45430.968482905984
12117,0.00036403349108117945,0.042114695340501794,51352.21091445428
13063,,0.05412371134020619,35803.32545931759
13067,0.0009514747859181732,0.03773584905660377,52991.0
13089,0.00033921302578018993,0.06381192275398824,48707.270024570025
13121,,0.07430340557275542,42916.57642663043
13135,,0.0484027105517909,56446.91294642857
15003,0.016172244142432655,0.03651496845214123,51027.089413147514
17099,0.005373134328358209,0.025914634146341462,46641.94863336475
17115,0.004513217279174726,0.03125,49941.79170684667
18057,,0.028967254408060455,67684.60767065447
18089,0.0017844396859386152,0.09486166007905138,40404.81643757159
18091,0.0004553734061930783,0.06060606060606061,39983.68710263397
18127,0.003105590062111801,0.048828125,57362.08256880734
18141,0.0006640106241699867,0.06984667802385008,39795.99533195021
19013,,0.043222003929273084,39870.127380952385
19113,0.0008090614886731392,0.06005719733079123,48534.423580786024
19163,,0.027874564459930317,52755.67697594502
20177,0.0011210762331838565,0.07283763277693475,41373.65475189235
21117,0.0030643513789581204,0.04761904761904762,44971.11403508772
22019,,0.0812807881773399,42184.73724884081
22033,0.002286236854138089,0.04926108374384237,46555.19944598338
22051,0.0022026431718061676,0.04105263157894736,35993.19105691057
22073,,0.07661290322580645,35046.48509933775
23011,0.0010242403550699897,0.03670546105640107,48355.13514269726
24005,0.00047709923664122136,0.04671631685849695,47515.3927765237
24013,,0.017094017094017096,59314.241617357
24021,0.0026827632461435278,0.02727272727272727,61173.99128630706
24025,0.0038387715930902106,0.025559105431309903,59570.867337602926
24027,,0.03924914675767918,64384.38100102145
24031,0.003639973527465255,0.03380402225074882,63103.12815388459
24033,0.003433148960518787,0.04942630185348633,53832.285422899105
24043,0.0011551790527531765,0.042105263157894736,47033.60136054422
26021,,0.06896551724137931,34444.08159722222
26049,0.0006842285323297981,0.07142857142857142,46701.644770408166
26075,,0.05113636363636364,46019.75
26099,,0.05345096004151531,50280.909023393986
26115,0.004070556309362279,0.09465020576131687,44219.19430051814
26161,,0.05237515225334957,51545.51116071428
27003,0.0005399568034557236,0.025766871165644172,59534.3831775701
27037,,0.04744897959183673,56096.33316929134
27053,0.0005375766046661649,0.04829914307971955,54239.679472286756
27123,,0.05538922155688623,47727.991008045436
27137,0.007062146892655367,0.04939759036144578,48681.49091778203
27163,0.0012914334911752045,0.04507337526205451,60226.68060718711
29047,,0.023809523809523808,55816.13164556962
29095,0.0016726403823178017,0.05585585585585585,51549.30752130419
29099,,0.0691699604743083,48382.910926365796
29189,0.0004432624113475177,0.05513595166163142,50328.701513596716
31109,0.0014773776546629731,0.04013519222644698,42232.37086092715
32003,0.0015903422850327106,0.05674817995146537,46524.8376567921
32031,0.001748251748251748,0.03723404255319149,54512.029551765176
34003,0.000326797385620915,0.040870724122612175,59806.01313160148
34005,0.002088409328228333,0.06312900274473925,57753.08006626173
34007,0.002658788774002954,0.0421216848673947,49141.11665053243
34011,,0.05696202531645569,41425.40077071291
34013,0.0013401831583649765,0.07004830917874397,46225.01416309013
34017,0.0005580357142857143,0.08006279434850863,39292.12901631241
34019,,0.04680851063829787,53783.94691780822
34021,0.0004306632213608957,0.038461538461538464,49854.01476456504
34023,0.0002099517111064455,0.06301824212271974,56579.3863713799
34025,0.0045684058667949026,0.05192532088681446,65579.75670965493
34027,0.00035739814152966406,0.04155844155844156,64110.06373378455
34029,0.0019353055017970692,0.05587510271158587,53388.79008341057
34031,,0.07657657657657657,49809.48193760263
34035,,0.04619565217391304,65185.38946528332
34039,0.0006517488594394961,0.0469208211143695,57801.21544117647
35013,0.0038124285169653066,0.06882591093117409,30872.297882816347
36005,0.0003228410008071025,0.08261964735516372,32924.839188520535
36013,,0.05826558265582655,45945.30034129693
36027,,0.041401273885350316,54924.676823638045
36047,0.0004178156597309267,0.06977363515312916,35507.42390625
36055,0.001555901311402534,0.07305389221556886,47591.92242595204
36059,0.0006229559258682448,0.03231221149811162,66078.88851519681
36061,0.0004889019262735895,0.06242840778923254,43589.13975275256
36071,0.020172910662824207,0.04801920768307323,60081.19478638667
36075,0.004884004884004884,0.0729483282674772,42258.44966442953
36081,0.00028017090425159347,0.06989247311827956,40485.39416191285
36085,0.0013513513513513514,0.0589622641509434,54609.550939306355
36089,0.0017730496453900709,0.06666666666666667,36501.178208679594
36103,0.00018485996857380533,0.028097982708933718,61701.24161455372
36111,0.0011098779134295228,0.026143790849673203,40810.817836812144
36119,0.00019168104274487253,0.04185809086268504,61713.49766791045
37051,0.10947204968944099,0.1054945054945055,35432.86932707355
37067,0.003287310979618672,0.06076388888888888,42250.40478564307
37119,0.00028368794326241134,0.05079825834542816,50081.19866529774
37129,0.0011641443538998836,0.06338028169014084,44118.882838283826
37147,,0.08829568788501027,35138.986643437864
37155,0.0006199628022318661,0.08634222919937205,26304.773013871374
37183,0.0003562522265764161,0.05605935696619951,54522.38679827267
38017,0.0005781182251770487,0.03767123287671233,44178.46644803229
39025,,0.040697674418604654,54256.98464619493
39029,,0.09838472834067548,37747.22474549726
39035,0.0008818342151675483,0.05228382648664177,46087.40798424633
39061,0.00020052135552436334,0.0490301724137931,47760.17977099236
39085,,0.08421052631578947,49409.882352941175
39093,0.005213764337851929,0.027552674230145867,41868.2248908297
39103,,0.022880215343203225,55156.077625570775
40143,0.0013523956723338485,0.04126984126984127,39321.00923520923
41029,0.0016666666666666668,0.07921928817451206,37381.141485275286
41039,,0.06968641114982578,35350.64755896873
42003,0.00031692372702302977,0.05565749235474006,47978.07551250705
42007,0.0014492753623188406,0.06696428571428571,35783.4406779661
42011,,0.04524033930254477,46385.972727272725
42017,0.001174812030075188,0.04852780806979281,57527.447067238914
42019,,0.048327137546468404,51387.16129032258
42029,0.0010615711252653928,0.03177124702144559,61673.69614299153
42045,0.0011660447761194029,0.049375,54347.24087136929
42049,0.0005260389268805891,0.055555555555555546,42428.818228630276
42051,0.001669449081803005,0.07534246575342465,41232.4478021978
42071,0.00031017369727047146,0.030604437643458302,49795.16446974236
42091,0.00014838996883810655,0.0505388331475288,59605.031005732155
42101,0.0012468827930174563,0.0876885303402315,35871.25076797051
42125,0.0032379924446842953,0.033101045296167246,51618.50105374078
42129,,0.06234413965087282,38983.50838363515
42133,0.000942507068803016,0.04940239043824701,50397.127654196156
45051,,0.07309941520467836,36209.9492282697
45063,0.0026469031233456856,0.04172274562584118,46292.94872701556
45079,0.004682843763303533,0.0176678445229682,49354.13105536332
45091,,0.055105348460291734,47066.04064272212
46083,,,26826.423076923078
46099,0.001068702290076336,0.030983997276132106,45375.16059602649
47125,0.029965753424657533,0.04564315352697095,43206.278894472365
48039,,0.048723897911832945,46706.457364341084
48061,,0.050997782705099776,33447.1246105919
48141,0.0026533996683250414,0.0754892823858341,30173.16146261298
48157,0.0006983240223463687,0.056666666666666664,50749.93572874494
48167,,0.06782608695652174,45274.01919291339
48215,0.0012300123001230013,0.042444821731748725,28853.74433656958
48303,,0.0670995670995671,31889.267683772538
48329,,0.036468330134357005,35654.19371980676
48439,0.0018867924528301887,0.059137988640160365,48198.26159435777
48479,,0.06237424547283702,29779.484174085064
49049,0.001931434089811685,0.07196029776674938,47311.66360201511
