mil pop,unemployment %,mean income,median income,vacant housing units,rental vacany rate,% below poverty line,median house value,NAME,state,county,county_name,state_name
10.0,4.3,940.0,87391.0,592.0,6.3,6.9,0.0,"Petersburg Borough, Alaska",02,195,Petersburg Borough, Alaska
8.0,28.9,1451.0,46732.0,533.0,3.1,39.0,0.0,"Kusilvak Census Area, Alaska",02,158,Kusilvak Census Area, Alaska
4901.0,5.5,1199517.0,84884.0,198390.0,6.4,10.6,20962.0,"Maricopa County, Arizona",04,013,Maricopa County, Arizona
0.0,9.4,7983.0,59370.0,2634.0,12.9,16.3,19.0,"Graham County, Arizona",04,009,Graham County, Arizona
23.0,8.3,11629.0,59164.0,2825.0,8.6,19.9,126.0,"Santa Cruz County, Arizona",04,023,Santa Cruz County, Arizona
0.0,8.0,4384.0,46901.0,7362.0,9.6,16.3,83.0,"La Paz County, Arizona",04,012,La Paz County, Arizona
6.0,8.9,48545.0,57571.0,28391.0,6.7,11.6,275.0,"Mohave County, Arizona",04,015,Mohave County, Arizona
120.0,7.5,38640.0,75304.0,18162.0,8.6,10.9,564.0,"Coconino County, Arizona",04,005,Coconino County, Arizona
65.0,6.7,58515.0,65629.0,19206.0,5.7,8.8,1121.0,"Yavapai County, Arizona",04,025,Yavapai County, Arizona
0.0,6.9,2552.0,71773.0,1210.0,15.5,9.0,9.0,"Greenlee County, Arizona",04,011,Greenlee County, Arizona
189.0,7.8,90224.0,67625.0,34082.0,6.6,9.9,567.0,"Pinal County, Arizona",04,021,Pinal County, Arizona
0.0,5.6,2215.0,45112.0,1284.0,7.4,25.3,0.0,"Nevada County, Arkansas",05,099,Nevada County, Arkansas
0.0,5.7,5058.0,61914.0,1269.0,10.6,12.8,21.0,"Cross County, Arkansas",05,037,Cross County, Arkansas
0.0,4.9,1892.0,44870.0,1273.0,9.8,10.1,0.0,"Dallas County, Arkansas",05,039,Dallas County, Arkansas
0.0,10.2,5895.0,53655.0,2674.0,9.7,21.8,0.0,"Columbia County, Arkansas",05,027,Columbia County, Arkansas
69.0,3.9,32782.0,75741.0,4655.0,6.6,5.8,211.0,"Saline County, Arkansas",05,125,Saline County, Arkansas
0.0,7.2,4015.0,50038.0,3584.0,11.1,14.2,59.0,"Van Buren County, Arkansas",05,141,Van Buren County, Arkansas
5.0,9.3,2929.0,50944.0,2225.0,4.3,12.2,2.0,"Izard County, Arkansas",05,065,Izard County, Arkansas
0.0,4.9,10205.0,59214.0,2197.0,7.2,12.0,15.0,"Independence County, Arkansas",05,063,Independence County, Arkansas
12.0,8.8,5879.0,52645.0,1716.0,2.6,16.8,86.0,"Logan County, Arkansas",05,083,Logan County, Arkansas
10.0,7.1,4942.0,66845.0,1201.0,7.0,11.5,8.0,"Grant County, Arkansas",05,053,Grant County, Arkansas
18.0,3.0,4412.0,49603.0,1263.0,1.8,14.6,27.0,"Franklin County, Arkansas",05,047,Franklin County, Arkansas
0.0,4.5,3012.0,52727.0,1323.0,6.5,12.8,5.0,"Pike County, Arkansas",05,109,Pike County, Arkansas
5.0,10.0,18113.0,53194.0,6390.0,8.6,17.9,66.0,"Jefferson County, Arkansas",05,069,Jefferson County, Arkansas
0.0,5.7,2180.0,51753.0,2073.0,8.4,15.7,37.0,"Montgomery County, Arkansas",05,097,Montgomery County, Arkansas
0.0,10.3,2457.0,44300.0,1402.0,12.3,14.7,57.0,"Scott County, Arkansas",05,127,Scott County, Arkansas
73.0,4.9,37717.0,61626.0,5921.0,7.2,14.9,307.0,"Sebastian County, Arkansas",05,131,Sebastian County, Arkansas
108.0,5.1,17005.0,61329.0,3037.0,9.0,11.8,72.0,"Crawford County, Arkansas",05,033,Crawford County, Arkansas
3.0,9.7,2678.0,53248.0,1126.0,13.6,25.0,6.0,"Chicot County, Arkansas",05,017,Chicot County, Arkansas
4.0,4.1,6644.0,49280.0,1663.0,7.6,16.0,47.0,"Johnson County, Arkansas",05,071,Johnson County, Arkansas
0.0,15.3,2087.0,41798.0,1012.0,3.8,19.0,10.0,"Lee County, Arkansas",05,077,Lee County, Arkansas
35.0,6.5,10721.0,70165.0,25618.0,15.3,11.5,180.0,"Camden County, Missouri",29,029,Camden County, Missouri
58.0,5.7,67291.0,75099.0,6096.0,5.9,7.7,253.0,"Jefferson County, Missouri",29,099,Jefferson County, Missouri
0.0,8.7,4847.0,48920.0,1306.0,7.2,19.2,0.0,"New Madrid County, Missouri",29,143,New Madrid County, Missouri
5.0,4.5,2944.0,66133.0,1187.0,4.6,8.0,25.0,"Ralls County, Missouri",29,173,Ralls County, Missouri
15.0,2.0,3914.0,70749.0,800.0,7.1,6.4,32.0,"Custer County, Montana",30,017,Custer County, Montana
0.0,1.3,658.0,63153.0,263.0,0.0,7.8,13.0,"Powder River County, Montana",30,075,Powder River County, Montana
0.0,12.0,2258.0,59137.0,967.0,10.9,23.6,24.0,"Roosevelt County, Montana",30,085,Roosevelt County, Montana
0.0,0.5,644.0,84026.0,234.0,7.1,8.3,0.0,"Liberty County, Montana",30,051,Liberty County, Montana
0.0,2.4,3672.0,79962.0,710.0,9.2,3.3,18.0,"Richland County, Montana",30,083,Richland County, Montana
0.0,0.9,1370.0,64101.0,478.0,11.4,12.2,2.0,"Toole County, Montana",30,101,Toole County, Montana
0.0,1.6,628.0,72453.0,256.0,21.1,2.5,10.0,"Daniels County, Montana",30,019,Daniels County, Montana
0.0,3.2,708.0,60780.0,450.0,5.7,9.0,23.0,"Judith Basin County, Montana",30,045,Judith Basin County, Montana
0.0,3.0,2376.0,56037.0,1337.0,3.9,12.4,12.0,"Deer Lodge County, Montana",30,023,Deer Lodge County, Montana
0.0,0.3,507.0,62298.0,341.0,0.0,6.0,32.0,"McCone County, Montana",30,055,McCone County, Montana
6.0,7.9,2458.0,66388.0,1033.0,5.9,11.9,4.0,"Rosebud County, Montana",30,087,Rosebud County, Montana
0.0,1.5,3271.0,75479.0,453.0,5.1,4.9,24.0,"Dawson County, Montana",30,021,Dawson County, Montana
